tanggal,series,gramasi,harga_jual,harga_buyback
2026-05-29T14:17:37+07:00,Prime,25,65925000,63500000
2026-05-29T14:17:37+07:00,Prime,50,131850000,127000000
2026-05-29T14:17:37+07:00,Prime,100,263700000,254000000
2026-05-30T08:26:54+07:00,Gold,0.1,345500,256700
2026-05-30T08:26:54+07:00,Gold,0.25,810000,641750
2026-05-30T08:26:54+07:00,Gold,0.5,1403000,1283500
2026-05-30T08:26:54+07:00,Gold,1,2696000,2567000
2026-05-30T08:26:54+07:00,Gold,2,5352000,5134000
2026-05-30T08:26:54+07:00,Gold,5,13300000,12835000
2026-05-30T08:26:54+07:00,Gold,10,26550000,25670000
2026-05-30T08:26:54+07:00,Gold,25,66025000,64175000
2026-05-30T08:26:54+07:00,Gold,50,132000000,128350000
2026-05-30T08:26:54+07:00,Gold,100,263900000,256700000
2026-05-30T08:26:54+07:00,Gold,125,329625000,318187500
2026-05-30T08:26:54+07:00,Gold,150,395400000,381825000
2026-05-30T08:26:54+07:00,Gold,175,461125000,445462500
2026-05-30T08:26:54+07:00,Gold,200,526800000,509100000
2026-05-30T08:26:54+07:00,Gold,250,658000000,624875000
2026-05-30T08:26:54+07:00,Gold,500,1316000000,1249750000
2026-05-30T08:26:54+07:00,Gold,1000,2632000000,2499500000
2026-05-30T08:26:54+07:00,Prime,25,66625000,64175000
2026-05-30T08:26:54+07:00,Prime,50,133250000,128350000
2026-05-30T08:26:54+07:00,Prime,100,266500000,256700000
2026-05-30T11:24:35+07:00,Gold,0.1,345500,256700
2026-05-30T11:24:35+07:00,Gold,0.25,810000,641750
2026-05-30T11:24:35+07:00,Gold,0.5,1403000,1283500
2026-05-30T11:24:35+07:00,Gold,1,2696000,2567000
2026-05-30T11:24:35+07:00,Gold,2,5352000,5134000
2026-05-30T11:24:35+07:00,Gold,5,13300000,12835000
2026-05-30T11:24:35+07:00,Gold,10,26550000,25670000
2026-05-30T11:24:35+07:00,Gold,25,66025000,64175000
2026-05-30T11:24:35+07:00,Gold,50,132000000,128350000
2026-05-30T11:24:35+07:00,Gold,100,263900000,256700000
2026-05-30T11:24:35+07:00,Gold,125,329625000,316750000
2026-05-30T11:24:35+07:00,Gold,150,395400000,380100000
2026-05-30T11:24:35+07:00,Gold,175,461125000,443450000
2026-05-30T11:24:35+07:00,Gold,200,526800000,506800000
2026-05-30T11:24:35+07:00,Gold,250,658000000,622000000
2026-05-30T11:24:35+07:00,Gold,500,1316000000,1244000000
2026-05-30T11:24:35+07:00,Gold,1000,2632000000,2488000000
2026-05-30T11:24:35+07:00,Prime,25,66625000,64175000
2026-05-30T11:24:35+07:00,Prime,50,133250000,128350000
2026-05-30T11:24:35+07:00,Prime,100,266500000,256700000
2026-06-01T08:58:46+07:00,Gold,0.1,345500,256400
2026-06-01T08:58:46+07:00,Gold,0.25,810000,641000
2026-06-01T08:58:46+07:00,Gold,0.5,1401500,1282000
2026-06-01T08:58:46+07:00,Gold,1,2693000,2564000
2026-06-01T08:58:46+07:00,Gold,2,5346000,5128000
2026-06-01T08:58:46+07:00,Gold,5,13285000,12820000
2026-06-01T08:58:46+07:00,Gold,10,26520000,25640000
2026-06-01T08:58:46+07:00,Gold,25,65950000,64100000
2026-06-01T08:58:46+07:00,Gold,50,131850000,128200000
2026-06-01T08:58:46+07:00,Gold,100,263600000,256400000
2026-06-01T08:58:46+07:00,Gold,125,329250000,316375000
2026-06-01T08:58:46+07:00,Gold,150,394950000,379650000
2026-06-01T08:58:46+07:00,Gold,175,460600000,442925000
2026-06-01T08:58:46+07:00,Gold,200,526200000,506200000
2026-06-01T08:58:46+07:00,Gold,250,657250000,621250000
2026-06-01T08:58:46+07:00,Gold,500,1314500000,1242500000
2026-06-01T08:58:46+07:00,Gold,1000,2629000000,2485000000
2026-06-01T08:58:46+07:00,Prime,25,66550000,64100000
2026-06-01T08:58:46+07:00,Prime,50,133100000,128200000
2026-06-01T08:58:46+07:00,Prime,100,266200000,256400000
2026-06-01T11:20:04+07:00,Gold,0.1,345500,256400
2026-06-01T11:20:04+07:00,Gold,0.25,810000,641000
2026-06-01T11:20:04+07:00,Gold,0.5,1401500,1282000
2026-06-01T11:20:04+07:00,Gold,1,2693000,2564000
2026-06-01T11:20:04+07:00,Gold,2,5346000,5128000
2026-06-01T11:20:04+07:00,Gold,5,13285000,12820000
2026-06-01T11:20:04+07:00,Gold,10,26520000,25640000
2026-06-01T11:20:04+07:00,Gold,25,65950000,64100000
2026-06-01T11:20:04+07:00,Gold,50,131850000,128200000
2026-06-01T11:20:04+07:00,Gold,100,263600000,256400000
2026-06-01T11:20:04+07:00,Gold,125,329250000,315500000
2026-06-01T11:20:04+07:00,Gold,150,394950000,378600000
2026-06-01T11:20:04+07:00,Gold,175,460600000,441700000
2026-06-01T11:20:04+07:00,Gold,200,526200000,504800000
2026-06-01T11:20:04+07:00,Gold,250,657250000,619500000
2026-06-01T11:20:04+07:00,Gold,500,1314500000,1239000000
2026-06-01T11:20:04+07:00,Gold,1000,2629000000,2478000000
2026-06-01T11:20:04+07:00,Prime,25,66550000,64100000
2026-06-01T11:20:04+07:00,Prime,50,133100000,128200000
2026-06-01T11:20:04+07:00,Prime,100,266200000,256400000
2026-06-02T08:24:00+07:00,Gold,0.1,341500,253900
2026-06-02T08:24:00+07:00,Gold,0.25,800500,634750
2026-06-02T08:24:00+07:00,Gold,0.5,1389000,1269500
2026-06-02T08:24:00+07:00,Gold,1,2668000,2539000
2026-06-02T08:24:00+07:00,Gold,2,5296000,5078000
2026-06-02T08:24:00+07:00,Gold,5,13160000,12695000
2026-06-02T08:24:00+07:00,Gold,10,26270000,25390000
2026-06-02T08:24:00+07:00,Gold,25,65325000,63475000
2026-06-02T08:24:00+07:00,Gold,50,130600000,126950000
2026-06-02T08:24:00+07:00,Gold,100,261100000,253900000
2026-06-02T08:24:00+07:00,Gold,125,326125000,312375000
2026-06-02T08:24:00+07:00,Gold,150,391200000,374850000
2026-06-02T08:24:00+07:00,Gold,175,456225000,437325000
2026-06-02T08:24:00+07:00,Gold,200,521200000,499800000
2026-06-02T08:24:00+07:00,Gold,250,651000000,613250000
2026-06-02T08:24:00+07:00,Gold,500,1302000000,1226500000
2026-06-02T08:24:00+07:00,Gold,1000,2604000000,2453000000
2026-06-02T08:24:00+07:00,Prime,25,65925000,63475000
2026-06-02T08:24:00+07:00,Prime,50,131850000,126950000
2026-06-02T08:24:00+07:00,Prime,100,263700000,253900000
2026-06-02T11:56:06+07:00,Gold,0.1,341500,253900
2026-06-02T11:56:06+07:00,Gold,0.25,800500,634750
2026-06-02T11:56:06+07:00,Gold,0.5,1389000,1269500
2026-06-02T11:56:06+07:00,Gold,1,2668000,2539000
2026-06-02T11:56:06+07:00,Gold,2,5296000,5078000
2026-06-02T11:56:06+07:00,Gold,5,13160000,12695000
2026-06-02T11:56:06+07:00,Gold,10,26270000,25390000
2026-06-02T11:56:06+07:00,Gold,25,65325000,63475000
2026-06-02T11:56:06+07:00,Gold,50,130600000,126950000
2026-06-02T11:56:06+07:00,Gold,100,261100000,253900000
2026-06-02T11:56:06+07:00,Gold,125,326125000,315062500
2026-06-02T11:56:06+07:00,Gold,150,391200000,378075000
2026-06-02T11:56:06+07:00,Gold,175,456225000,441087500
2026-06-02T11:56:06+07:00,Gold,200,521200000,504100000
2026-06-02T11:56:06+07:00,Gold,250,651000000,618125000
2026-06-02T11:56:06+07:00,Gold,500,1302000000,1236250000
2026-06-02T11:56:06+07:00,Gold,1000,2604000000,2472500000
2026-06-02T11:56:06+07:00,Prime,25,65925000,63475000
2026-06-02T11:56:06+07:00,Prime,50,131850000,126950000
2026-06-02T11:56:06+07:00,Prime,100,263700000,253900000
2026-06-02T15:35:37+07:00,Gold,0.1,341500,254900
2026-06-02T15:35:37+07:00,Gold,0.25,800500,637250
2026-06-02T15:35:37+07:00,Gold,0.5,1394000,1274500
2026-06-02T15:35:37+07:00,Gold,1,2678000,2549000
2026-06-02T15:35:37+07:00,Gold,2,5316000,5098000
2026-06-02T15:35:37+07:00,Gold,5,13210000,12745000
2026-06-02T15:35:37+07:00,Gold,10,26370000,25490000
2026-06-02T15:35:37+07:00,Gold,25,65575000,63725000
2026-06-02T15:35:37+07:00,Gold,50,131100000,127450000
2026-06-02T15:35:37+07:00,Gold,100,262100000,254900000
2026-06-02T15:35:37+07:00,Gold,125,327375000,316687500
2026-06-02T15:35:37+07:00,Gold,150,392700000,380025000
2026-06-02T15:35:37+07:00,Gold,175,457975000,443362500
2026-06-02T15:35:37+07:00,Gold,200,523200000,506700000
2026-06-02T15:35:37+07:00,Gold,250,653500000,621375000
2026-06-02T15:35:37+07:00,Gold,500,1307000000,1242750000
2026-06-02T15:35:37+07:00,Gold,1000,2614000000,2485500000
2026-06-02T15:35:37+07:00,Prime,25,66175000,63725000
2026-06-02T15:35:37+07:00,Prime,50,132350000,127450000
2026-06-02T15:35:37+07:00,Prime,100,264700000,254900000
2026-06-03T08:14:37+07:00,Gold,0.1,340500,253000
2026-06-03T08:14:37+07:00,Gold,0.25,798000,632500
2026-06-03T08:14:37+07:00,Gold,0.5,1384000,1265000
2026-06-03T08:14:37+07:00,Gold,1,2658000,2530000
2026-06-03T08:14:37+07:00,Gold,2,5276000,5060000
2026-06-03T08:14:37+07:00,Gold,5,13110000,12650000
2026-06-03T08:14:37+07:00,Gold,10,26170000,25300000
2026-06-03T08:14:37+07:00,Gold,25,65075000,63250000
2026-06-03T08:14:37+07:00,Gold,50,130100000,126500000
2026-06-03T08:14:37+07:00,Gold,100,260100000,253000000
2026-06-03T08:14:37+07:00,Gold,125,324875000,314187500
2026-06-03T08:14:37+07:00,Gold,150,389700000,377025000
2026-06-03T08:14:37+07:00,Gold,175,454475000,439862500
2026-06-03T08:14:37+07:00,Gold,200,519200000,502700000
2026-06-03T08:14:37+07:00,Gold,250,648500000,616375000
2026-06-03T08:14:37+07:00,Gold,500,1297000000,1232750000
2026-06-03T08:14:37+07:00,Gold,1000,2594000000,2465500000
2026-06-03T08:14:37+07:00,Prime,25,65675000,63250000
2026-06-03T08:14:37+07:00,Prime,50,131350000,126500000
2026-06-03T08:14:37+07:00,Prime,100,262700000,253000000
2026-06-03T11:51:50+07:00,Gold,0.1,340500,254000
2026-06-03T11:51:50+07:00,Gold,0.25,798000,635000
2026-06-03T11:51:50+07:00,Gold,0.5,1389000,1270000
2026-06-03T11:51:50+07:00,Gold,1,2668000,2540000
2026-06-03T11:51:50+07:00,Gold,2,5296000,5080000
2026-06-03T11:51:50+07:00,Gold,5,13160000,12700000
2026-06-03T11:51:50+07:00,Gold,10,26270000,25400000
2026-06-03T11:51:50+07:00,Gold,25,65325000,63500000
2026-06-03T11:51:50+07:00,Gold,50,130600000,127000000
2026-06-03T11:51:50+07:00,Gold,100,261100000,254000000
2026-06-03T11:51:50+07:00,Gold,125,326125000,317125000
2026-06-03T11:51:50+07:00,Gold,150,391200000,380550000
2026-06-03T11:51:50+07:00,Gold,175,456225000,443975000
2026-06-03T11:51:50+07:00,Gold,200,521200000,507400000
2026-06-03T11:51:50+07:00,Gold,250,651000000,623375000
2026-06-03T11:51:50+07:00,Gold,500,1302000000,1246750000
2026-06-03T11:51:50+07:00,Gold,1000,2604000000,2493500000
2026-06-03T11:51:50+07:00,Prime,25,65925000,63500000
2026-06-03T11:51:50+07:00,Prime,50,131850000,127000000
2026-06-03T11:51:50+07:00,Prime,100,263700000,254000000
2026-06-04T08:04:37+07:00,Gold,0.1,340500,253300
2026-06-04T08:04:37+07:00,Gold,0.25,798000,633250
2026-06-04T08:04:37+07:00,Gold,0.5,1385500,1266500
2026-06-04T08:04:37+07:00,Gold,1,2661000,2533000
2026-06-04T08:04:37+07:00,Gold,2,5282000,5066000
2026-06-04T08:04:37+07:00,Gold,5,13125000,12665000
2026-06-04T08:04:37+07:00,Gold,10,26200000,25330000
2026-06-04T08:04:37+07:00,Gold,25,65150000,63325000
2026-06-04T08:04:37+07:00,Gold,50,130250000,126650000
2026-06-04T08:04:37+07:00,Gold,100,260400000,253300000
2026-06-04T08:04:37+07:00,Gold,125,325250000,316250000
2026-06-04T08:04:37+07:00,Gold,150,390150000,379500000
2026-06-04T08:04:37+07:00,Gold,175,455000000,442750000
2026-06-04T08:04:37+07:00,Gold,200,519800000,506000000
2026-06-04T08:04:37+07:00,Gold,250,649250000,621625000
2026-06-04T08:04:37+07:00,Gold,500,1298500000,1243250000
2026-06-04T08:04:37+07:00,Gold,1000,2597000000,2486500000
2026-06-04T08:04:37+07:00,Prime,25,65750000,63325000
2026-06-04T08:04:37+07:00,Prime,50,131500000,126650000
2026-06-04T08:04:37+07:00,Prime,100,263000000,253300000
2026-06-04T11:52:46+07:00,Gold,0.1,340500,254300
2026-06-04T11:52:46+07:00,Gold,0.25,798000,635750
2026-06-04T11:52:46+07:00,Gold,0.5,1390500,1271500
2026-06-04T11:52:46+07:00,Gold,1,2671000,2543000
2026-06-04T11:52:46+07:00,Gold,2,5302000,5086000
2026-06-04T11:52:46+07:00,Gold,5,13175000,12715000
2026-06-04T11:52:46+07:00,Gold,10,26300000,25430000
2026-06-04T11:52:46+07:00,Gold,25,65400000,63575000
2026-06-04T11:52:46+07:00,Gold,50,130750000,127150000
2026-06-04T11:52:46+07:00,Gold,100,261400000,254300000
2026-06-04T11:52:46+07:00,Gold,125,326500000,317562500
2026-06-04T11:52:46+07:00,Gold,150,391650000,381075000
2026-06-04T11:52:46+07:00,Gold,175,456750000,444587500
2026-06-04T11:52:46+07:00,Gold,200,521800000,508100000
2026-06-04T11:52:46+07:00,Gold,250,651750000,624875000
2026-06-04T11:52:46+07:00,Gold,500,1303500000,1249750000
2026-06-04T11:52:46+07:00,Gold,1000,2607000000,2499500000
2026-06-04T11:52:46+07:00,Prime,25,66000000,63575000
2026-06-04T11:52:46+07:00,Prime,50,132000000,127150000
2026-06-04T11:52:46+07:00,Prime,100,264000000,254300000
2026-06-04T12:43:09+07:00,Gold,0.1,340500,255300
2026-06-04T12:43:09+07:00,Gold,0.25,798000,638250
2026-06-04T12:43:09+07:00,Gold,0.5,1395500,1276500
2026-06-04T12:43:09+07:00,Gold,1,2681000,2553000
2026-06-04T12:43:09+07:00,Gold,2,5322000,5106000
2026-06-04T12:43:09+07:00,Gold,5,13225000,12765000
2026-06-04T12:43:09+07:00,Gold,10,26400000,25530000
2026-06-04T12:43:09+07:00,Gold,25,65650000,63825000
2026-06-04T12:43:09+07:00,Gold,50,131250000,127650000
2026-06-04T12:43:09+07:00,Gold,100,262400000,255300000
2026-06-04T12:43:09+07:00,Gold,125,327750000,318312500
2026-06-04T12:43:09+07:00,Gold,150,393150000,381975000
2026-06-04T12:43:09+07:00,Gold,175,458500000,445637500
2026-06-04T12:43:09+07:00,Gold,200,523800000,509300000
2026-06-04T12:43:09+07:00,Gold,250,654250000,626375000
2026-06-04T12:43:09+07:00,Gold,500,1308500000,1252750000
2026-06-04T12:43:09+07:00,Gold,1000,2617000000,2505500000
2026-06-04T12:43:09+07:00,Prime,25,66250000,63825000
2026-06-04T12:43:09+07:00,Prime,50,132500000,127650000
2026-06-04T12:43:09+07:00,Prime,100,265000000,255300000
2026-06-05T08:31:36+07:00,Gold,0.1,344000,256500
2026-06-05T08:31:36+07:00,Gold,0.25,806000,641250
2026-06-05T08:31:36+07:00,Gold,0.5,1399000,1282500
2026-06-05T08:31:36+07:00,Gold,1,2688000,2565000
2026-06-05T08:31:36+07:00,Gold,2,5336000,5130000
2026-06-05T08:31:36+07:00,Gold,5,13260000,12825000
2026-06-05T08:31:36+07:00,Gold,10,26470000,25650000
2026-06-05T08:31:36+07:00,Gold,25,65825000,64125000
2026-06-05T08:31:36+07:00,Gold,50,131600000,128250000
2026-06-05T08:31:36+07:00,Gold,100,263100000,256500000
2026-06-05T08:31:36+07:00,Gold,125,328625000,319187500
2026-06-05T08:31:36+07:00,Gold,150,394200000,383025000
2026-06-05T08:31:36+07:00,Gold,175,459725000,446862500
2026-06-05T08:31:36+07:00,Gold,200,525200000,510700000
2026-06-05T08:31:36+07:00,Gold,250,656000000,628125000
2026-06-05T08:31:36+07:00,Gold,500,1312000000,1256250000
2026-06-05T08:31:36+07:00,Gold,1000,2624000000,2512500000
2026-06-05T08:31:36+07:00,Prime,25,66425000,64125000
2026-06-05T08:31:36+07:00,Prime,50,132850000,128250000
2026-06-05T08:31:36+07:00,Prime,100,265700000,256500000
2026-06-05T11:53:41+07:00,Gold,0.1,344000,256500
2026-06-05T11:53:41+07:00,Gold,0.25,806000,641250
2026-06-05T11:53:41+07:00,Gold,0.5,1399000,1282500
2026-06-05T11:53:41+07:00,Gold,1,2688000,2565000
2026-06-05T11:53:41+07:00,Gold,2,5336000,5130000
2026-06-05T11:53:41+07:00,Gold,5,13260000,12825000
2026-06-05T11:53:41+07:00,Gold,10,26470000,25650000
2026-06-05T11:53:41+07:00,Gold,25,65825000,64125000
2026-06-05T11:53:41+07:00,Gold,50,131600000,128250000
2026-06-05T11:53:41+07:00,Gold,100,263100000,256500000
2026-06-05T11:53:41+07:00,Gold,125,328625000,317750000
2026-06-05T11:53:41+07:00,Gold,150,394200000,381300000
2026-06-05T11:53:41+07:00,Gold,175,459725000,444850000
2026-06-05T11:53:41+07:00,Gold,200,525200000,508400000
2026-06-05T11:53:41+07:00,Gold,250,656000000,626500000
2026-06-05T11:53:41+07:00,Gold,500,1312000000,1253000000
2026-06-05T11:53:41+07:00,Gold,1000,2624000000,2506000000
2026-06-05T11:53:41+07:00,Prime,25,66425000,64125000
2026-06-05T11:53:41+07:00,Prime,50,132850000,128250000
2026-06-05T11:53:41+07:00,Prime,100,265700000,256500000
2026-06-05T14:26:33+07:00,Gold,0.1,344000,256500
2026-06-05T14:26:33+07:00,Gold,0.25,806000,641250
2026-06-05T14:26:33+07:00,Gold,0.5,1399000,1282500
2026-06-05T14:26:33+07:00,Gold,1,2688000,2565000
2026-06-05T14:26:33+07:00,Gold,2,5336000,5130000
2026-06-05T14:26:33+07:00,Gold,5,13260000,12825000
2026-06-05T14:26:33+07:00,Gold,10,26470000,25650000
2026-06-05T14:26:33+07:00,Gold,25,65825000,64125000
2026-06-05T14:26:33+07:00,Gold,50,131600000,128250000
2026-06-05T14:26:33+07:00,Gold,100,263100000,256500000
2026-06-05T14:26:33+07:00,Gold,125,328625000,318187500
2026-06-05T14:26:33+07:00,Gold,150,394200000,381825000
2026-06-05T14:26:33+07:00,Gold,175,459725000,445462500
2026-06-05T14:26:33+07:00,Gold,200,525200000,509100000
2026-06-05T14:26:33+07:00,Gold,250,656000000,627375000
2026-06-05T14:26:33+07:00,Gold,500,1312000000,1254750000
2026-06-05T14:26:33+07:00,Gold,1000,2624000000,2509500000
2026-06-05T14:26:33+07:00,Prime,25,66425000,64125000
2026-06-05T14:26:33+07:00,Prime,50,132850000,128250000
2026-06-05T14:26:33+07:00,Prime,100,265700000,256500000
2026-06-06T08:24:01+07:00,Gold,0.1,340500,252600
2026-06-06T08:24:01+07:00,Gold,0.25,797000,631500
2026-06-06T08:24:01+07:00,Gold,0.5,1376500,1263000
2026-06-06T08:24:01+07:00,Gold,1,2643000,2526000
2026-06-06T08:24:01+07:00,Gold,2,5246000,5052000
2026-06-06T08:24:01+07:00,Gold,5,13035000,12630000
2026-06-06T08:24:01+07:00,Gold,10,26020000,25260000
2026-06-06T08:24:01+07:00,Gold,25,64700000,63150000
2026-06-06T08:24:01+07:00,Gold,50,129350000,126300000
2026-06-06T08:24:01+07:00,Gold,100,258600000,252600000
2026-06-06T08:24:01+07:00,Gold,125,323000000,312562500
2026-06-06T08:24:01+07:00,Gold,150,387450000,375075000
2026-06-06T08:24:01+07:00,Gold,175,451850000,437587500
2026-06-06T08:24:01+07:00,Gold,200,516200000,500100000
2026-06-06T08:24:01+07:00,Gold,250,644750000,616125000
2026-06-06T08:24:01+07:00,Gold,500,1289500000,1232250000
2026-06-06T08:24:01+07:00,Gold,1000,2579000000,2464500000
2026-06-06T08:24:01+07:00,Prime,25,65300000,63150000
2026-06-06T08:24:01+07:00,Prime,50,130600000,126300000
2026-06-06T08:24:01+07:00,Prime,100,261200000,252600000
2026-06-06T11:10:31+07:00,Gold,0.1,340500,252600
2026-06-06T11:10:31+07:00,Gold,0.25,797000,631500
2026-06-06T11:10:31+07:00,Gold,0.5,1376500,1263000
2026-06-06T11:10:31+07:00,Gold,1,2643000,2526000
2026-06-06T11:10:31+07:00,Gold,2,5246000,5052000
2026-06-06T11:10:31+07:00,Gold,5,13035000,12630000
2026-06-06T11:10:31+07:00,Gold,10,26020000,25260000
2026-06-06T11:10:31+07:00,Gold,25,64700000,63150000
2026-06-06T11:10:31+07:00,Gold,50,129350000,126300000
2026-06-06T11:10:31+07:00,Gold,100,258600000,252600000
2026-06-06T11:10:31+07:00,Gold,125,323000000,311312500
2026-06-06T11:10:31+07:00,Gold,150,387450000,373575000
2026-06-06T11:10:31+07:00,Gold,175,451850000,435837500
2026-06-06T11:10:31+07:00,Gold,200,516200000,498100000
2026-06-06T11:10:31+07:00,Gold,250,644750000,614875000
2026-06-06T11:10:31+07:00,Gold,500,1289500000,1229750000
2026-06-06T11:10:31+07:00,Gold,1000,2579000000,2459500000
2026-06-06T11:10:31+07:00,Prime,25,65300000,63150000
2026-06-06T11:10:31+07:00,Prime,50,130600000,126300000
2026-06-06T11:10:31+07:00,Prime,100,261200000,252600000
2026-06-06T12:03:56+07:00,Gold,0.1,340500,252600
2026-06-06T12:03:56+07:00,Gold,0.25,797000,631500
2026-06-06T12:03:56+07:00,Gold,0.5,1376500,1263000
2026-06-06T12:03:56+07:00,Gold,1,2643000,2526000
2026-06-06T12:03:56+07:00,Gold,2,5246000,5052000
2026-06-06T12:03:56+07:00,Gold,5,13035000,12630000
2026-06-06T12:03:56+07:00,Gold,10,26020000,25260000
2026-06-06T12:03:56+07:00,Gold,25,64700000,63150000
2026-06-06T12:03:56+07:00,Gold,50,129350000,126300000
2026-06-06T12:03:56+07:00,Gold,100,258600000,252600000
2026-06-06T12:03:56+07:00,Gold,125,323000000,311312500
2026-06-06T12:03:56+07:00,Gold,150,387450000,373575000
2026-06-06T12:03:56+07:00,Gold,175,451850000,435837500
2026-06-06T12:03:56+07:00,Gold,200,516200000,498100000
2026-06-06T12:03:56+07:00,Gold,250,644750000,616125000
2026-06-06T12:03:56+07:00,Gold,500,1289500000,1232250000
2026-06-06T12:03:56+07:00,Gold,1000,2579000000,2464500000
2026-06-06T12:03:56+07:00,Prime,25,65300000,63150000
2026-06-06T12:03:56+07:00,Prime,50,130600000,126300000
2026-06-06T12:03:56+07:00,Prime,100,261200000,252600000
2026-06-08T08:17:01+07:00,Gold,0.1,340500,252600
2026-06-08T08:17:01+07:00,Gold,0.25,797000,631500
2026-06-08T08:17:01+07:00,Gold,0.5,1378000,1263000
2026-06-08T08:17:01+07:00,Gold,1,2646000,2526000
2026-06-08T08:17:01+07:00,Gold,2,5252000,5052000
2026-06-08T08:17:01+07:00,Gold,5,13050000,12630000
2026-06-08T08:17:01+07:00,Gold,10,26050000,25260000
2026-06-08T08:17:01+07:00,Gold,25,64775000,63150000
2026-06-08T08:17:01+07:00,Gold,50,129500000,126300000
2026-06-08T08:17:01+07:00,Gold,100,258900000,252600000
2026-06-08T08:17:01+07:00,Gold,125,323375000,311687500
2026-06-08T08:17:01+07:00,Gold,150,387900000,374025000
2026-06-08T08:17:01+07:00,Gold,175,452375000,436362500
2026-06-08T08:17:01+07:00,Gold,200,516800000,498700000
2026-06-08T08:17:01+07:00,Gold,250,645500000,616875000
2026-06-08T08:17:01+07:00,Gold,500,1291000000,1233750000
2026-06-08T08:17:01+07:00,Gold,1000,2582000000,2467500000
2026-06-08T08:17:01+07:00,Prime,25,65375000,63150000
2026-06-08T08:17:01+07:00,Prime,50,130750000,126300000
2026-06-08T08:17:01+07:00,Prime,100,261500000,252600000
2026-06-08T11:43:40+07:00,Gold,0.1,340500,252600
2026-06-08T11:43:40+07:00,Gold,0.25,797000,631500
2026-06-08T11:43:40+07:00,Gold,0.5,1378000,1263000
2026-06-08T11:43:40+07:00,Gold,1,2646000,2526000
2026-06-08T11:43:40+07:00,Gold,2,5252000,5052000
2026-06-08T11:43:40+07:00,Gold,5,13050000,12630000
2026-06-08T11:43:40+07:00,Gold,10,26050000,25260000
2026-06-08T11:43:40+07:00,Gold,25,64775000,63150000
2026-06-08T11:43:40+07:00,Gold,50,129500000,126300000
2026-06-08T11:43:40+07:00,Gold,100,258900000,252600000
2026-06-08T11:43:40+07:00,Gold,125,323375000,311937500
2026-06-08T11:43:40+07:00,Gold,150,387900000,374325000
2026-06-08T11:43:40+07:00,Gold,175,452375000,436712500
2026-06-08T11:43:40+07:00,Gold,200,516800000,499100000
2026-06-08T11:43:40+07:00,Gold,250,645500000,618875000
2026-06-08T11:43:40+07:00,Gold,500,1291000000,1237750000
2026-06-08T11:43:40+07:00,Gold,1000,2582000000,2475500000
2026-06-08T11:43:40+07:00,Prime,25,65375000,63150000
2026-06-08T11:43:40+07:00,Prime,50,130750000,126300000
2026-06-08T11:43:40+07:00,Prime,100,261500000,252600000
2026-06-08T13:21:57+07:00,Gold,0.1,340500,252600
2026-06-08T13:21:57+07:00,Gold,0.25,797000,631500
2026-06-08T13:21:57+07:00,Gold,0.5,1378000,1263000
2026-06-08T13:21:57+07:00,Gold,1,2646000,2526000
2026-06-08T13:21:57+07:00,Gold,2,5252000,5052000
2026-06-08T13:21:57+07:00,Gold,5,13050000,12630000
2026-06-08T13:21:57+07:00,Gold,10,26050000,25260000
2026-06-08T13:21:57+07:00,Gold,25,64775000,63150000
2026-06-08T13:21:57+07:00,Gold,50,129500000,126300000
2026-06-08T13:21:57+07:00,Gold,100,258900000,252600000
2026-06-08T13:21:57+07:00,Gold,125,323375000,311312500
2026-06-08T13:21:57+07:00,Gold,150,387900000,373575000
2026-06-08T13:21:57+07:00,Gold,175,452375000,435837500
2026-06-08T13:21:57+07:00,Gold,200,516800000,498100000
2026-06-08T13:21:57+07:00,Gold,250,645500000,617625000
2026-06-08T13:21:57+07:00,Gold,500,1291000000,1235250000
2026-06-08T13:21:57+07:00,Gold,1000,2582000000,2470500000
2026-06-08T13:21:57+07:00,Prime,25,65375000,63150000
2026-06-08T13:21:57+07:00,Prime,50,130750000,126300000
2026-06-08T13:21:57+07:00,Prime,100,261500000,252600000
2026-06-09T08:06:10+07:00,Gold,0.1,340500,252600
2026-06-09T08:06:10+07:00,Gold,0.25,797000,631500
2026-06-09T08:06:10+07:00,Gold,0.5,1378000,1263000
2026-06-09T08:06:10+07:00,Gold,1,2646000,2526000
2026-06-09T08:06:10+07:00,Gold,2,5252000,5052000
2026-06-09T08:06:10+07:00,Gold,5,13050000,12630000
2026-06-09T08:06:10+07:00,Gold,10,26050000,25260000
2026-06-09T08:06:10+07:00,Gold,25,64775000,63150000
2026-06-09T08:06:10+07:00,Gold,50,129500000,126300000
2026-06-09T08:06:10+07:00,Gold,100,258900000,252600000
2026-06-09T08:06:10+07:00,Gold,125,323375000,311312500
2026-06-09T08:06:10+07:00,Gold,150,387900000,373575000
2026-06-09T08:06:10+07:00,Gold,175,452375000,435837500
2026-06-09T08:06:10+07:00,Gold,200,516800000,498100000
2026-06-09T08:06:10+07:00,Gold,250,645500000,617625000
2026-06-09T08:06:10+07:00,Gold,500,1291000000,1235250000
2026-06-09T08:06:10+07:00,Gold,1000,2582000000,2470500000
2026-06-09T08:06:10+07:00,Prime,25,65375000,63150000
2026-06-09T08:06:10+07:00,Prime,50,130750000,126300000
2026-06-09T08:06:10+07:00,Prime,100,261500000,252600000
2026-06-09T11:57:27+07:00,Gold,0.1,340500,252600
2026-06-09T11:57:27+07:00,Gold,0.25,797000,631500
